Unique_ID,Taxa,Ecosystem,x_gm,y_gm,Reference,Group,Lat,Lon,Year,Plot_name,Notes
1062,Needleleaf,Temperate Pinus tabulaeformis forest,310,352,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,35.68,112.1,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 28. Index from Michaletz 2014: 332
1063,Needleleaf,Temperate Pinus tabulaeformis forest,437,355,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.47,111.77,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 52. Index from Michaletz 2014: 410
1064,Needleleaf,Temperate Pinus tabulaeformis forest,472,355,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.75,111.86,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 66. Index from Michaletz 2014: 448
1065,Needleleaf,Temperate Pinus tabulaeformis forest,436,356,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,35.58,112.02,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 53. Index from Michaletz 2014: 330
1066,Needleleaf,Temperate Pinus tabulaeformis forest,389,357,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.73,112.23,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 43. Index from Michaletz 2014: 373
1067,Needleleaf,Temperate Pinus tabulaeformis forest,341,363,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.42,112.47,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 33. Index from Michaletz 2014: 345
1068,Needleleaf,Temperate Pinus tabulaeformis forest,439,365,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.32,113.48,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 53. Index from Michaletz 2014: 405
1069,Needleleaf,Temperate Pinus tabulaeformis forest,480,367,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.12,113.45,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 62. Index from Michaletz 2014: 397
1070,Needleleaf,Temperate Pinus tabulaeformis forest,333,368,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.45,111.22,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 29. Index from Michaletz 2014: 347
1071,Needleleaf,Temperate Pinus tabulaeformis forest,409,377,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.82,112.32,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 42. Index from Michaletz 2014: 453
1072,Needleleaf,Temperate Pinus tabulaeformis forest,470,377,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,35.6,112.08,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 55. Index from Michaletz 2014: 331
1073,Needleleaf,Temperate Pinus tabulaeformis forest,353,379,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,38.42,112.4,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 31. Index from Michaletz 2014: 463
1074,Needleleaf,Temperate Pinus tabulaeformis forest,382,383,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.98,112.37,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 36. Index from Michaletz 2014: 390
1075,Needleleaf,Temperate Pinus tabulaeformis forest,501,386,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.42,112.25,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60. Index from Michaletz 2014: 344
1076,Needleleaf,Temperate Pinus tabulaeformis forest,496,392,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.97,112.35,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 61. Index from Michaletz 2014: 388
1077,Needleleaf,Temperate Pinus tabulaeformis forest,368,393,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.68,111.82,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 33. Index from Michaletz 2014: 433
1078,Needleleaf,Temperate Pinus tabulaeformis forest,530,393,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.83,112.41,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 68. Index from Michaletz 2014: 379
1079,Needleleaf,Temperate Pinus tabulaeformis forest,500,394,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.5,111.86,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 55. Index from Michaletz 2014: 421
1080,Needleleaf,Temperate Pinus tabulaeformis forest,468,407,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.42,113.46,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 409
1081,Needleleaf,Temperate Pinus tabulaeformis forest,462,411,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.02,112.42,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 396
1082,Needleleaf,Temperate Pinus tabulaeformis forest,472,416,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.98,112.28,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 46. Index from Michaletz 2014: 389
1083,Needleleaf,Temperate Pinus tabulaeformis forest,430,419,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.77,112.37,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 36. Index from Michaletz 2014: 375
1084,Needleleaf,Temperate Pinus tabulaeformis forest,503,419,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.63,111.84,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 426
1085,Needleleaf,Temperate Pinus tabulaeformis forest,414,421,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.33,113.37,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 35. Index from Michaletz 2014: 406
1086,Needleleaf,Temperate Pinus tabulaeformis forest,516,421,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.65,111.73,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 429
1087,Needleleaf,Temperate Pinus tabulaeformis forest,340,424,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,35.72,112.22,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 24. Index from Michaletz 2014: 333
1088,Needleleaf,Temperate Pinus tabulaeformis forest,381,425,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.6,112.34,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 29. Index from Michaletz 2014: 363
1089,Needleleaf,Temperate Pinus tabulaeformis forest,550,427,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.9,112.41,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 382
1090,Needleleaf,Temperate Pinus tabulaeformis forest,527,428,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.45,112.29,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 349
1091,Needleleaf,Temperate Pinus tabulaeformis forest,542,431,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.47,112.41,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 350
1092,Needleleaf,Temperate Pinus tabulaeformis forest,526,438,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,38.22,111.32,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 54. Index from Michaletz 2014: 460
1093,Needleleaf,Temperate Pinus tabulaeformis forest,526,442,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37,112.35,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 51. Index from Michaletz 2014: 392
1094,Needleleaf,Temperate Pinus tabulaeformis forest,472,445,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.27,113.59,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 41. Index from Michaletz 2014: 402
1095,Needleleaf,Temperate Pinus tabulaeformis forest,534,448,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.53,112.3,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 357
1096,Needleleaf,Temperate Pinus tabulaeformis forest,562,453,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.47,113.31,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 55. Index from Michaletz 2014: 412
1097,Needleleaf,Temperate Pinus tabulaeformis forest,517,456,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.72,111.86,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 47. Index from Michaletz 2014: 438
1098,Needleleaf,Temperate Pinus tabulaeformis forest,546,457,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.65,111.82,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 54. Index from Michaletz 2014: 430
1099,Needleleaf,Temperate Pinus tabulaeformis forest,578,458,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.7,111.66,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 58. Index from Michaletz 2014: 435
1100,Needleleaf,Temperate Pinus tabulaeformis forest,542,459,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.18,113.52,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 51. Index from Michaletz 2014: 398
1101,Needleleaf,Temperate Pinus tabulaeformis forest,467,463,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.17,112.47,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 38. Index from Michaletz 2014: 341
1102,Needleleaf,Temperate Pinus tabulaeformis forest,563,472,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.73,111.7,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 443
1103,Needleleaf,Temperate Pinus tabulaeformis forest,584,474,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.73,111.84,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 59. Index from Michaletz 2014: 444
1104,Needleleaf,Temperate Pinus tabulaeformis forest,585,477,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.97,112.3,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 52. Index from Michaletz 2014: 387
1105,Needleleaf,Temperate Pinus tabulaeformis forest,594,481,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,38.13,112.39,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 459
1106,Needleleaf,Temperate Pinus tabulaeformis forest,654,487,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.92,112.39,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 66. Index from Michaletz 2014: 385
1107,Needleleaf,Temperate Pinus tabulaeformis forest,539,496,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.78,111.95,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 41. Index from Michaletz 2014: 450
1108,Needleleaf,Temperate Pinus tabulaeformis forest,564,502,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.65,112.27,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 368
1109,Needleleaf,Temperate Pinus tabulaeformis forest,531,504,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.9,112.37,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 39. Index from Michaletz 2014: 381
1110,Needleleaf,Temperate Pinus tabulaeformis forest,627,506,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.47,113.28,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 415
1111,Needleleaf,Temperate Pinus tabulaeformis forest,641,515,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.47,111.81,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 62. Index from Michaletz 2014: 411
1112,Needleleaf,Temperate Pinus tabulaeformis forest,568,517,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.82,112.34,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 44. Index from Michaletz 2014: 378
1113,Needleleaf,Temperate Pinus tabulaeformis forest,633,522,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.5,111.72,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 61. Index from Michaletz 2014: 420
1114,Needleleaf,Temperate Pinus tabulaeformis forest,635,522,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.75,111.91,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 55. Index from Michaletz 2014: 449
1115,Needleleaf,Temperate Pinus tabulaeformis forest,634,525,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.63,112.07,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 365
1116,Needleleaf,Temperate Pinus tabulaeformis forest,754,527,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.3,111.23,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 49. Index from Michaletz 2014: 404
1117,Needleleaf,Temperate Pinus tabulaeformis forest,551,529,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.63,111.22,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 38. Index from Michaletz 2014: 364
1118,Needleleaf,Temperate Pinus tabulaeformis forest,634,543,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.47,113.33,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 50. Index from Michaletz 2014: 416
1119,Needleleaf,Temperate Pinus tabulaeformis forest,532,546,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.35,111.32,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 33. Index from Michaletz 2014: 407
1120,Needleleaf,Temperate Pinus tabulaeformis forest,761,548,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.47,113.27,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 74. Index from Michaletz 2014: 417
1121,Needleleaf,Temperate Pinus tabulaeformis forest,623,552,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,38.1,111.25,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 48. Index from Michaletz 2014: 458
1122,Needleleaf,Temperate Pinus tabulaeformis forest,776,557,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.77,112.34,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 71. Index from Michaletz 2014: 374
1123,Needleleaf,Temperate Pinus tabulaeformis forest,613,567,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.23,112.51,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 40. Index from Michaletz 2014: 400
1124,Needleleaf,Temperate Pinus tabulaeformis forest,644,567,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,35.98,112.06,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 45. Index from Michaletz 2014: 337
1125,Needleleaf,Temperate Pinus tabulaeformis forest,639,580,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,40.4,118.9,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 26. Index from Michaletz 2014: 470
1126,Needleleaf,Temperate Pinus tabulaeformis forest,821,580,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.25,111.23,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 43. Index from Michaletz 2014: 401
1127,Needleleaf,Temperate Pinus tabulaeformis forest,727,587,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.65,112.1,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 56. Index from Michaletz 2014: 367
1128,Needleleaf,Temperate Pinus tabulaeformis forest,632,609,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.92,112.04,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 38. Index from Michaletz 2014: 383
1129,Needleleaf,Temperate Pinus tabulaeformis forest,777,609,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.48,111.75,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 64. Index from Michaletz 2014: 418
1130,Needleleaf,Temperate Pinus tabulaeformis forest,738,613,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,37.63,111.7,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 52. Index from Michaletz 2014: 424
1131,Needleleaf,Temperate Pinus tabulaeformis forest,797,624,Michaletz et al. 2014: Luo (1996); Ni et al. (2001),Forest Needleleaf,36.43,111.87,,Coniferous total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60. Index from Michaletz 2014: 346
